Incident ID,Incident Date,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,Operations,Year
453317,2015-11-22,Texas,Brownsville,1800 block of FM 802,0,4,0,0,1,,2015
451057,2015-11-21,Maryland,Baltimore,Stricker and School,1,3,0,0,0,,2015
450505,2015-11-20,Pennsylvania,Pittsburgh,Prospect Drive,1,3,0,0,0,,2015
449814,2015-11-18,California,Fresno,California Avenue and Martin Luther King Jr. Boulevard,0,5,0,0,0,,2015
448653,2015-11-16,Alabama,Cedar Bluff,1460 County Rd 664,3,1,0,0,1,,2015
448419,2015-11-15,Texas,Tennessee Colony,800 block of An County Rd 2217,5,0,0,0,1,,2015
448286,2015-11-15,Pennsylvania,Philadelphia,5600 block of Blakemore St,0,4,0,0,0,,2015
447462,2015-11-14,Pennsylvania,Johnstown,1159 Main St,0,4,0,0,0,,2015
446996,2015-11-13,Florida,Jacksonville,1300 block of South Shirley Oaks Drive,3,1,1,0,0,,2015
444458,2015-11-09,Indiana,Indianapolis,400 block of North Beville Ave,2,2,0,0,3,,2015
443821,2015-11-08,Iowa,Des Moines,4397 NW 6th Drive,1,3,0,0,1,,2015
444168,2015-11-08,Michigan,Warren,13859 8 Mile Road,0,4,0,0,0,,2015
443652,2015-11-07,Colorado,Denver,Bayaud and Bannock,1,3,0,0,1,,2015
444406,2015-11-06,California,Bakersfield,1000 block of Feliz Drive,0,4,0,0,0,,2015
441681,2015-11-03,Florida,Jacksonville,Ella Street and Kings Road,2,3,0,0,0,,2015
440743,2015-11-02,South Carolina,Pendleton,2217 Refuge Road,4,0,0,0,0,,2015
438651,2015-10-28,Louisiana,Houma,400 block of Morgan Street,1,3,0,0,2,,2015
437836,2015-10-27,Texas,Fort Worth,1700 block of Southcrest Drive,0,5,0,0,0,,2015
436234,2015-10-25,Arizona,Phoenix,Seventh Street and Broadway,1,4,0,0,0,,2015
436240,2015-10-25,District of Columbia,Washington,4300 block of Wheeler Road SE,0,5,0,0,0,,2015
436202,2015-10-25,North Carolina,Four Oaks,2339 Stricklands Crossroads Road,0,5,0,0,0,,2015
436219,2015-10-24,South Carolina,Bamberg,682 Dixie Ave.,0,4,0,0,0,,2015
435144,2015-10-22,Tennessee,Nashville,3500 John A. Merritt Blvd,1,3,0,0,2,,2015
433146,2015-10-19,Illinois,Calumet City,300 Campbell Avenue,0,6,0,0,0,,2015
432711,2015-10-18,Louisiana,New Orleans,2600 block of Caffin Avenue,0,4,0,0,0,,2015
432466,2015-10-17,Florida,Fort Myers,2224 First St,1,4,0,0,1,,2015
432072,2015-10-17,Indiana,Elkhart,160 Easy Shopping Pl,0,4,0,0,0,,2015
429410,2015-10-12,Georgia,Decatur,4731 Glenwood Road,0,4,0,0,0,,2015
428215,2015-10-10,Tennessee,Memphis,6135 Mount Moriah Road,0,6,0,0,0,,2015
428247,2015-10-10,North Carolina,Charlotte,1900 block of West Boulevard,0,4,0,0,0,,2015
429614,2015-10-10,Illinois,Peoria,2405 N Flora,1,3,0,0,6,,2015
427621,2015-10-09,Arizona,Flagstaff,216 E Mountain View Dr,1,3,0,0,1,,2015
426256,2015-10-06,Maryland,Baltimore,300 block of North Payson Street,0,5,0,0,0,,2015
424224,2015-10-02,Maryland,Baltimore,5400 Reisterstown Road,1,4,0,0,0,,2015
423223,2015-10-01,Oregon,Roseburg,1140 Umpqua College Rd,9,9,1,0,0,,2015
422064,2015-09-28,Illinois,Chicago,300 block of West 42nd Street,3,2,0,0,3,,2015
422035,2015-09-28,Illinois,Chicago,5300 block of South Aberdeen Street,2,3,0,0,0,,2015
422020,2015-09-28,Ohio,Dayton,1921 Oakridge,0,4,0,0,0,,2015
421650,2015-09-28,Ohio,Cincinnati,1800 block of Hewitt Ave,0,5,0,0,1,,2015
421014,2015-09-27,Georgia,Greenville,1140 Hill Haven Road,0,10,0,0,2,,2015
421358,2015-09-27,Illinois,Chicago,5200 block of South Justine,0,4,0,0,0,,2015
420855,2015-09-27,Missouri,Kansas City,1700 E. 18th St.,0,4,0,0,0,,2015
426559,2015-09-25,Illinois,Danville,1300 block of May Street,0,4,0,0,0,,2015
419718,2015-09-24,Illinois,Chicago,5100 block of South Morgan Street,0,5,0,0,0,,2015
418964,2015-09-23,Florida,Fort Myers,Dale St and Veronica S. Shoemaker Blvd,0,4,0,0,0,,2015
419250,2015-09-23,Louisiana,Shreveport,2900 block of Peach Street,0,5,0,0,0,,2015
419826,2015-09-23,Georgia,Norcross,1300 block of Reddington Lane,1,3,0,0,1,,2015
417013,2015-09-20,Oklahoma,Tulsa,Pine and Yale,0,6,0,0,0,,2015
417284,2015-09-20,Pennsylvania,Philadelphia,900 Pratt St,1,3,0,0,0,,2015
416872,2015-09-20,Illinois,Chicago,5700 block of South LaSalle,1,5,0,0,0,,2015
416812,2015-09-19,Indiana,Indianapolis,3900 block of Graceland Ave,1,3,0,0,0,,2015
418318,2015-09-17,South Dakota,Geddes,36705 379th Street,5,0,1,0,0,,2015
415687,2015-09-17,Michigan,Albion,500 block of W. Broadwell Street,0,4,0,0,0,,2015
414580,2015-09-15,New Jersey,Newark,Irvine Turner Boulevard and West Kinney Street,0,4,0,0,0,,2015
413001,2015-09-13,Florida,Ocala,1910 South Pine Avenue,1,5,0,0,3,,2015
412996,2015-09-12,Louisiana,Shreveport,1500 block of Clanton Street,0,4,0,0,0,,2015
412487,2015-09-12,New York,Rochester,36 Woodward Street,2,3,0,1,1,,2015
412529,2015-09-12,Minnesota,Minneapolis,1st Ave. and N. 5th St.,0,6,0,0,3,,2015
412539,2015-09-12,Minnesota,Minneapolis,1200 block of 22nd Ave. N.,1,3,0,0,0,,2015
412557,2015-09-11,North Carolina,Charlotte,1000 North Carolina Music Factory Blvd.,0,4,0,1,2,,2015
409856,2015-09-08,Illinois,Chicago,56th and Green,0,4,0,0,0,,2015
411888,2015-09-08,Georgia,Berlin,,0,4,0,0,1,,2015
409732,2015-09-07,Indiana,Gary,9300 block of Sunrise,2,4,0,0,0,,2015
409601,2015-09-07,Colorado,Denver,1909 Blake Street,0,4,0,0,0,,2015
412040,2015-09-07,Minnesota,Excelsior,Channel Drive,4,0,1,0,0,,2015
408449,2015-09-05,North Carolina,Charlotte,6800 block of Fieldvale Place,1,3,0,0,0,,2015
408276,2015-09-05,Florida,Daytona Beach,300 block of Pearl Street,0,4,0,0,0,,2015
409101,2015-09-05,Nevada,Las Vegas,5000 block of Hollywood Boulevard,1,3,0,0,0,,2015
408256,2015-09-05,Missouri,Columbia,1509 Ashley Street,0,4,0,0,1,,2015
404167,2015-08-30,Tennessee,Memphis,3300 block of Sobota Circle,1,4,0,0,0,,2015
404238,2015-08-29,Tennessee,Bristol,618 Henson Road,3,1,0,1,1,,2015
405133,2015-08-29,Texas,Tyler,638 ENE Loop 323,1,3,0,0,4,,2015
403069,2015-08-28,New York,Brooklyn,589 Flatbush Avenue,1,3,0,0,1,,2015
402623,2015-08-27,Florida,Saint Augustine,S Bellagio Dr,2,2,0,0,1,,2015
403669,2015-08-27,California,Salinas,928 Blanco Circle,2,2,0,0,1,,2015
401884,2015-08-26,Minnesota,Minneapolis (Brooklyn Center),5000 block of Drew Ave N,0,4,0,0,0,,2015
402113,2015-08-26,Illinois,Chicago,3025 W. Van Buren Ave,2,2,0,0,1,,2015
402051,2015-08-26,Florida,West Palm Beach,800 block of 19th Street,2,2,0,0,0,,2015
402108,2015-08-25,Louisiana,New Orleans,Fern Street and Olive Street,1,3,0,0,0,,2015
400091,2015-08-23,California,Modesto,1100 block of Kansas Avenue,1,7,0,0,0,,2015
399564,2015-08-22,New Mexico,Roswell,302 East Reed Street,3,1,0,0,0,,2015
399883,2015-08-22,Florida,Orlando,FL-408 and N Pine Hills Rd,0,4,0,0,0,,2015
399212,2015-08-21,North Carolina,Durham,2700 block of Hinson Drive,0,8,0,0,0,,2015
399367,2015-08-21,Ohio,Cincinnati,Mathis and Prentice,1,5,1,0,0,,2015
398361,2015-08-19,New York,Rochester,500 Genesee St,3,3,0,0,3,,2015
395844,2015-08-16,Texas,Fort Worth,3651 Sycamore School Rd,0,6,0,0,0,,2015
395757,2015-08-16,Illinois,Chicago,5400 block of West Division Street,0,4,0,0,0,,2015
395718,2015-08-16,South Carolina,Bennettsville,Highway 38N,0,5,0,0,1,,2015
395837,2015-08-15,Pennsylvania,Pittsburgh,West Prospect Avenue,1,3,0,0,0,,2015
395694,2015-08-15,California,Los Angeles,57th Street and South Normandie Avenue,0,4,0,0,0,,2015
395549,2015-08-15,South Carolina,Orangeburg,2868 Bamberg Road,1,3,0,0,1,,2015
392131,2015-08-10,California,Long Beach,1700 block of East 10th Street,0,4,0,0,0,,2015
391263,2015-08-09,Mississippi,Forest,Poplar St,1,3,0,0,2,,2015
391219,2015-08-09,Michigan,Detroit,15200 block of Hazelridge,1,3,0,0,0,,2015
391014,2015-08-09,Missouri,Kansas City,40th Street and Pennsylvania Avenue,0,4,0,0,0,,2015
390914,2015-08-08,North Carolina,Gastonia,4908 Greenwood Dr,1,3,1,0,0,,2015
390774,2015-08-08,Arkansas,Blytheville,833 Anderson Street,1,11,0,0,1,,2015
390526,2015-08-08,Texas,Houston,2211 Falling Oaks,8,0,0,0,1,,2015
390050,2015-08-07,Vermont,Barre,3182 Airport Rd,4,0,0,0,1,,2015
389057,2015-08-06,South Carolina,Columbia,1505 Garden Plaza,0,4,0,0,0,,2015
389149,2015-08-04,Missouri,Saint Louis,2500 block of Semple,1,4,0,0,0,,2015
387194,2015-08-03,New York,Brooklyn,98 Dwight Street,0,5,0,0,4,,2015
385779,2015-08-02,New York,Brooklyn,Stanley Avenue and Crescent Street,0,9,0,0,0,,2015
386140,2015-08-02,Maryland,Baltimore,2700 block of Garrison Avenue,0,7,0,0,0,,2015
385824,2015-08-02,Illinois,Chicago,4800 block of West Kamerling Avenue,1,4,0,0,0,,2015
386066,2015-08-02,Georgia,Savannah,Barnard Street,0,5,0,0,0,,2015
401742,2015-08-02,Illinois,Chicago,6700 block of South Winchester Avenue,0,4,0,0,0,,2015
386937,2015-08-01,Florida,Orlando,5801 Shenandoah Way,0,4,0,0,0,,2015
384662,2015-07-30,Pennsylvania,Pittsburgh,Brushton Avenue,0,4,0,0,0,,2015
382459,2015-07-27,Illinois,Rockford,900 block of Kent Street,0,5,0,0,0,,2015
381814,2015-07-26,Missouri,Kansas City,Thompson and Colorado,2,3,0,0,0,,2015
382170,2015-07-26,Louisiana,New Orleans,Piety and Treasure street,0,4,0,0,0,,2015
381433,2015-07-25,Virginia,Hopewell,500 block of N. 7th Ave,0,4,0,0,1,,2015
382413,2015-07-24,Pennsylvania,Erie,200 block of W 29th St,2,3,0,2,4,,2015
380162,2015-07-23,Louisiana,Lafayette,3141 Johnson Street,2,9,1,0,0,,2015
382230,2015-07-22,Missouri,Saint Louis,Fair Ave and Ashland Ave,0,6,0,0,2,,2015
379166,2015-07-22,Georgia,Suwanee,5500 block of Old Atlanta Road,4,0,1,0,0,,2015
378452,2015-07-21,Florida,Miami Gardens,Northwest 25th Avenue and Miami Gardens Drive,1,3,0,0,1,,2015
377878,2015-07-20,New York,Bronx,E. 153rd St. and the Grand Concourse,0,6,0,0,0,,2015
377189,2015-07-19,Virginia,Suffolk,100 block of North Capitol Street,0,4,0,0,0,,2015
377047,2015-07-19,Kentucky,Louisville,2928 W Kentucky St,0,6,0,0,1,,2015
377181,2015-07-19,North Carolina,Rocky Mount,US-64 and E Raleigh Blvd,0,4,0,0,0,,2015
378102,2015-07-18,California,San Diego,200 block of South Bancroft Street,0,4,0,0,0,,2015
390936,2015-07-18,California,Santa Paula,Ojai-Santa Paula St,0,4,0,1,1,,2015
376702,2015-07-18,Oregon,Salem,1550 Weston Ct NE,1,4,0,0,0,,2015
377423,2015-07-18,Louisiana,Baton Rouge,300 block of Brice Street,2,2,0,0,0,,2015
376211,2015-07-17,Illinois,Chicago,4400 block of W. Maypole,0,5,0,0,0,,2015
376823,2015-07-17,District of Columbia,Washington,600 block of Edgewood St NE,1,3,0,0,0,,2015
376203,2015-07-17,Ohio,Cincinnati,3100 block of Sunshine Ave,0,4,0,0,0,,2015
375773,2015-07-16,Texas,Dallas,2261 Singleton Blvd,0,4,0,1,1,,2015
375022,2015-07-16,Tennessee,Chattanooga,4051 Amnicola Hwy,5,2,1,0,0,,2015
375322,2015-07-15,Maryland,Baltimore,3500 block of West Garrison Boulevard,1,3,0,0,0,,2015
375412,2015-07-15,Ohio,Cleveland,700 block of Thornhill,0,7,0,0,0,,2015
374630,2015-07-15,South Carolina,Holly Hill,7050 Old State Rd,4,1,0,0,5,,2015
374602,2015-07-15,Georgia,Atlanta,500 block of Center Hill Ave NW,0,4,0,0,0,,2015
374965,2015-07-15,Michigan,Detroit,9200 block of Memorial,0,4,0,0,0,,2015
374292,2015-07-14,Missouri,Saint Louis,1100 block of Riverview,0,4,0,0,0,,2015
373993,2015-07-13,California,Norwalk,11959 162nd Street,0,4,0,0,0,,2015
373768,2015-07-13,California,Stockton,400 block of McCloud Avenue,1,4,0,0,0,,2015
373095,2015-07-12,Illinois,River Forest,116 Lathrop Ave,1,3,1,0,0,,2015
373063,2015-07-12,New Jersey,Jersey City,Sip and Van Wagenen avenues,0,4,0,0,0,,2015
370187,2015-07-07,Ohio,Cleveland,East 162nd Street and Miles Avenue,1,3,0,0,1,,2015
370474,2015-07-07,Maryland,Baltimore,900 block of West Fayette Street,3,1,0,0,0,,2015
369014,2015-07-05,Louisiana,Shreveport,3500 block of Hearne Ave,0,5,0,1,2,,2015
368732,2015-07-05,Indiana,Fort Wayne,1400 block of McCulloch Street,0,9,0,0,0,,2015
369196,2015-07-05,New Jersey,East Orange,200 block of S. Clinton St,1,3,0,0,0,,2015
369410,2015-07-04,Kentucky,Louisville,2500 block of West Broadway,0,4,0,0,0,,2015
368987,2015-07-04,Massachusetts,Pittsfield,Dewey Avenue,1,4,0,0,0,,2015
368867,2015-07-04,District of Columbia,Washington,2600 block of Douglass Pl SE,1,3,0,0,4,,2015
368995,2015-07-04,New York,Syracuse,Bellevue and Rich Street,0,4,0,0,0,,2015
369127,2015-07-04,Texas,San Antonio,1100 block of West Avenue,0,4,0,0,0,,2015
367780,2015-07-02,Indiana,Indianapolis,500 block of Lynn St,1,3,0,0,1,,2015
366046,2015-06-29,Florida,Opa Locka,13450 NW 30th Ave,0,4,0,0,0,,2015
367099,2015-06-28,Illinois,Venice,1430 Broadway,0,6,0,0,2,,2015
365391,2015-06-28,Michigan,Detroit,Gratiot and Loretto,0,5,0,0,1,,2015
365399,2015-06-28,Delaware,Harrington,100 block of East St,0,6,0,0,2,,2015
364872,2015-06-27,Massachusetts,Taunton,Weir Street,1,3,0,0,1,,2015
364789,2015-06-27,Michigan,Detroit,Stringham Court,0,4,0,0,0,,2015
364210,2015-06-25,Louisiana,New Orleans,2588 Martin Luther King Jr Blvd,0,4,0,0,0,,2015
363418,2015-06-24,New York,New York (Manhattan),2110 Madison Ave,0,4,0,0,0,,2015
361948,2015-06-22,Pennsylvania,Philadelphia,700 block of East Hilton Street,0,7,0,0,2,,2015
361708,2015-06-21,Kentucky,Lexington,726 Georgetown St,1,4,0,0,0,,2015
361198,2015-06-20,Pennsylvania,Philadelphia,4100 block of Ogden St,0,10,0,0,1,,2015
360895,2015-06-20,North Carolina,Morven,6066 Robinson Bridge Rd,0,4,0,0,2,,2015
361212,2015-06-20,Michigan,Detroit,Dexter and Webb,1,11,0,0,0,,2015
361014,2015-06-19,Rhode Island,Woonsocket,80 River Street,0,4,0,0,1,,2015
359830,2015-06-17,South Carolina,Charleston,110 Calhoun Street,9,0,0,0,1,,2015
359215,2015-06-16,Florida,Miami Gardens,600 block of Northwest 177th Street,0,4,0,0,1,,2015
358117,2015-06-15,New York,Brooklyn,673 Flatbush Avenue,0,4,0,0,0,,2015
357597,2015-06-14,New Jersey,Camden,2800 block of Mitchell Street,1,3,0,0,0,,2015
357667,2015-06-14,Oklahoma,Tulsa,1800 block of North Kingston,0,4,0,0,0,,2015
357611,2015-06-14,Missouri,Saint Louis,1400 block of North Market Street,0,4,0,0,0,,2015
357732,2015-06-13,Georgia,Fayetteville,600 block of Highway 279,1,4,0,0,1,,2015
357590,2015-06-13,Oklahoma,Oklahoma City,500 block of SE 69th St,0,4,0,0,2,,2015
357770,2015-06-13,Georgia,Milledgeville,451 North Flynn Street,1,3,0,0,0,,2015
357701,2015-06-13,New York,Bronx,2409 Creston Avenue,0,5,0,0,0,,2015
357164,2015-06-13,Ohio,Columbus,1623 E. Hudson Street,4,1,0,0,2,,2015
357220,2015-06-12,Florida,Allapattah,24th Avenue and 36th Street,0,4,0,0,0,,2015
356065,2015-06-11,Connecticut,Bridgeport,468 Trumbull Ave,1,8,0,0,2,,2015
355883,2015-06-11,Texas,Houston,3400 block of Burkett,1,3,0,0,0,,2015
355644,2015-06-10,California,Los Angeles,South Vermont Avenue and West 88th Street,1,3,0,0,0,,2015
355267,2015-06-09,Missouri,Saint Louis,North Market Street and North Spring Avenue,1,3,0,0,0,,2015
353854,2015-06-07,Montana,Deer Lodge,Boulder Creek Road,4,0,1,0,0,,2015
353536,2015-06-06,New York,Buffalo,100 block of Warren Avenue,1,4,0,0,1,,2015
353037,2015-06-06,Illinois,Chicago,100 block of North Lorel Avenue,0,5,0,0,0,,2015
353382,2015-06-05,Iowa,Davenport,900 block of West 3rd St,0,5,0,0,0,,2015
352779,2015-06-05,Louisiana,New Orleans,2100 block of Governor Nicholls Street,1,3,0,0,0,,2015
351936,2015-06-03,New York,Wyandanch,Davidson Street,3,1,0,0,0,,2015
350182,2015-05-31,Georgia,Conyers,4669 Bell Road SE,2,2,1,0,0,,2015
350021,2015-05-31,Maryland,Springdale,9222 Ardwick Ardmore Road,1,3,0,0,0,,2015
349976,2015-05-31,Connecticut,New Haven,849 Chapel Street,0,5,0,0,1,,2015
349289,2015-05-30,California,San Diego,4200 block of Market Street,0,4,0,0,0,,2015
348606,2015-05-28,Nebraska,Omaha,84th and Q,0,4,0,0,0,,2015
348620,2015-05-28,Illinois,Chicago,6200 block of South Honore Street,0,5,0,0,0,,2015
348673,2015-05-28,Pennsylvania,Chester,2700 block of West 3rd Street,1,3,0,0,0,,2015
346725,2015-05-26,Louisiana,New Orleans,6700 block of Tara Lane,2,2,0,0,0,,2015
346097,2015-05-25,Illinois,Decatur,1816 N Water,1,4,0,0,1,,2015
345681,2015-05-24,Massachusetts,Brockton,1002 Main St,0,5,0,0,1,,2015
345749,2015-05-24,Michigan,Flint,W. 12th Street and Hammerberg Road.,0,7,0,0,1,,2015
346320,2015-05-24,Alabama,Montgomery,Smiley Court,1,3,0,0,2,,2015
346179,2015-05-24,Missouri,Saint Louis,2700 block of Dayton,0,4,0,0,0,,2015
346202,2015-05-23,California,Fresno,2400 block of South 9th Street,2,2,0,0,0,,2015
344302,2015-05-20,Maryland,Baltimore,800 block of Linwood Avenue,1,3,0,0,3,,2015
343106,2015-05-18,Missouri,Kinloch,8000 block of School Way,0,4,0,0,0,,2015
342589,2015-05-18,Florida,Miami,Northwest 75th Street and Northwest 16th Avenue,1,4,0,0,0,,2015
341622,2015-05-17,Texas,Waco,4671 S Jack Kultgen Fwy,9,18,0,0,0,,2015
341465,2015-05-16,Wisconsin,Milwaukee,28th Street and Auer Avenue,0,5,0,0,3,,2015
341162,2015-05-16,New York,Rochester,188 Lewis Street,0,4,0,0,0,,2015
341232,2015-05-16,Maryland,Baltimore,1700 block of North Broadway,0,5,0,0,0,,2015
339229,2015-05-12,Arizona,Tucson,800 block of West Calle Medina Road,4,0,1,0,0,,2015
340280,2015-05-12,Maryland,Capitol Heights,4700 block of Pard Rd,1,4,0,0,0,,2015
337855,2015-05-10,Ohio,Cleveland,3600 block of Bosworth Rd,1,4,0,0,1,,2015
338034,2015-05-10,New Jersey,Jersey City,Bostwick Avenue,0,4,0,0,5,,2015
337767,2015-05-10,New Jersey,Newark,19th Avenue and South 16th Street,1,3,0,0,4,,2015
335903,2015-05-07,Ohio,Cincinnati,2300 block of Baltimore Avenue,0,4,0,0,0,,2015
336622,2015-05-07,Michigan,Detroit,16000 block of Cathedral Street,0,4,0,0,8,,2015
334681,2015-05-04,New York,Buffalo,100 block of Roosevelt Avenue,1,3,0,0,0,,2015
334033,2015-05-03,Indiana,South Bend,1600 block of South William Street,0,4,0,0,1,,2015
334047,2015-05-03,New York,Bronx,University Avenue,0,4,0,0,0,,2015
333576,2015-05-03,Ohio,Dayton,2801 Germantown Street,1,6,0,0,0,,2015
333584,2015-05-03,Texas,Houston,San Jacinto St and Elgin St,0,6,0,0,0,,2015
333750,2015-05-03,Wisconsin,Menasha,Friendship Trail,3,1,1,0,0,,2015
332732,2015-05-01,Wisconsin,Milwaukee,3700 block of 37th Street,2,3,0,0,2,,2015
330611,2015-04-27,New York,Brooklyn,1365 Flatbush Ave,2,4,0,0,1,,2015
330750,2015-04-27,Arizona,Gila Bend,State Route 85,2,2,0,0,0,,2015
329463,2015-04-25,New Jersey,Trenton,Wood Street,0,4,0,0,0,,2015
329322,2015-04-25,New York,Gates,24 Hinchey Rd,1,6,0,0,1,,2015
326792,2015-04-21,Texas,Killeen,420 Gilmer St,2,3,0,0,1,,2015
325862,2015-04-19,Virginia,Richmond,200 block of West Hill Street,0,4,0,0,0,,2015
327341,2015-04-18,Alabama,Montgomery,1800 block of Gibbs Court,0,5,0,0,0,,2015
325445,2015-04-18,Pennsylvania,Williamsport,321 Pine St,0,5,0,0,2,,2015
325166,2015-04-18,North Carolina,Lumberton,Martin Luther King Drive,1,3,0,0,0,,2015
325207,2015-04-18,North Carolina,Charlotte,Bost Street,0,4,0,0,0,,2015
325618,2015-04-18,New Jersey,Paterson,Rosa Parks Blvd and Godwin Ave,1,3,0,0,2,,2015
324424,2015-04-16,Arizona,Phoenix,4300 block of East Anderson Drive,4,0,1,0,0,,2015
319808,2015-04-07,Georgia,Rome,20 Copeland Street,1,3,0,0,1,,2015
318125,2015-04-05,Pennsylvania,Pittsburgh,Dinwiddie Street,1,3,0,0,0,,2015
318221,2015-04-05,Kentucky,Louisville,40th and Grand Street,1,4,0,0,0,,2015
318297,2015-04-05,Indiana,Indianapolis,5000 block of Wildflower Court,0,5,0,0,1,,2015
318531,2015-04-05,Michigan,Benton Harbor,1000 block of Blossom Lane,0,4,0,0,0,,2015
317165,2015-04-03,Florida,Daytona Beach,300 block of Henry Butts Drive,0,4,0,0,2,,2015
316795,2015-04-02,Maryland,Baltimore,1900 block of West Lanvale Street,0,5,0,0,0,,2015
314044,2015-03-27,Florida,Panama City Beach,5312 Thomas Drive,0,7,0,0,1,,2015
313304,2015-03-26,Texas,Amarillo,3100 block of Redwood,0,4,0,0,0,,2015
312119,2015-03-24,Indiana,Indianapolis,3100 block of N Harding St,4,0,0,0,0,,2015
311922,2015-03-23,Tennessee,Clarksville,900 block of Carpenter Street,1,4,0,0,0,,2015
311348,2015-03-22,New Mexico,Albuquerque,10140 Lomas NE,1,6,0,0,0,,2015
310573,2015-03-21,Florida,Tampa,1802 Seventh Ave,0,4,0,0,1,,2015
310356,2015-03-20,Oklahoma,Oklahoma City,1300 block of N Stiles Ave,0,4,0,0,0,,2015
468151,2015-03-20,Texas,Lancaster,1500 block of Reynolds Street,1,5,0,0,0,,2015
308839,2015-03-18,New Jersey,Newark,200 block of Clinton Place,1,3,0,0,0,,2015
308728,2015-03-18,Arizona,Mesa,1504 West Main Street,1,5,0,0,1,,2015
308687,2015-03-17,California,Stockton,748 N Madison St,3,4,0,0,0,,2015
307512,2015-03-15,California,Compton,2700 block of West Alondra Boulevard,0,4,0,0,0,,2015
306897,2015-03-14,Georgia,Atlanta,2900 block of Delmar Lane,0,5,0,0,0,,2015
308201,2015-03-14,California,Coachella,84000 block of Bagdad Avenue,0,4,0,0,0,,2015
305907,2015-03-13,Mississippi,Brookhaven,1097 South First St.,2,3,0,0,1,,2015
304238,2015-03-10,Georgia,Columbus,3023 Victory Drive,0,5,0,0,0,,2015
303659,2015-03-09,Illinois,Chicago,200 block of West 105th,1,3,0,0,0,,2015
302786,2015-03-08,South Carolina,Seneca,Wells Highway,1,3,0,0,0,,2015
491864,2015-03-07,Missouri,Saint Louis,3140 Olive St,0,4,0,0,1,,2015
300860,2015-03-04,California,San Bernardino,190 block of W Club Center Dr,3,4,0,0,0,,2015
300660,2015-03-01,Florida,Orlando,4900 block of Steyr St,0,4,0,0,0,,2015
299344,2015-03-01,Michigan,Detroit,9855 Chalmers St,1,5,0,0,2,,2015
299190,2015-02-28,Maryland,Baltimore,4300 block of Welbourne Road,1,3,0,0,0,,2015
298122,2015-02-26,Missouri,Tyrone,18279 Highway H,7,1,1,0,0,,2015
588835,2015-02-23,Florida,Daytona Beach,Sheridan Road,0,4,0,0,1,,2015
296215,2015-02-22,Texas,Killeen,1706 Godman St.,3,1,1,0,0,,2015
296327,2015-02-22,South Carolina,Charleston,4224 Dorchester Road,0,4,0,0,1,,2015
296121,2015-02-22,Georgia,Clarkesville,281 Lower Pond Court,2,2,1,0,0,,2015
295871,2015-02-20,California,Sacramento,1417 R Street,0,4,0,0,0,,2015
295502,2015-02-17,Arkansas,Little Rock,7900 Scott Hamilton,1,3,0,0,0,,2015
293883,2015-02-15,California,Long Beach,200 block of W. 14th Street,0,5,0,0,5,,2015
290626,2015-02-09,Florida,New Port Richey,9552 Adler St,3,1,0,0,0,,2015
290510,2015-02-08,Tennessee,Friendship,251 Dupree Rd,0,6,0,0,0,,2015
289811,2015-02-07,Georgia,Douglasville,3640 Willow Tree Circle,4,2,1,0,0,,2015
290098,2015-02-06,Oklahoma,Tulsa,1219 N. Sheridan Road,1,3,0,1,2,,2015
289146,2015-02-05,Ohio,Beachwood (Warrensville Heights),20009 Harvard Ave,3,3,0,0,1,,2015
287529,2015-02-01,New York,Syracuse,1217 West Fayette Street,0,6,0,0,1,,2015
